nest_area,nest_count,net_area
16.42000000000,5,954.73400000000
204.57000000000,7,2301.44000000000
96.34000000000,72,2500.00000000000
84.09000000000,128,2430.64000000000
26.72000000000,42,327.94200000000
3.05000000000,0,216.75400000000
2.10000000000,1,1772.39000000000
80.99000000000,167,2500.00000000000
83.66000000000,173,2500.00000000000
168.06000000000,389,2500.00000000000
267.65000000000,376,2500.00000000000
52.36000000000,114,870.78300000000
6.84000000000,4,1884.17000000000
10.11000000000,0,2500.00000000000
174.69000000000,294,2500.00000000000
169.55000000000,321,2500.00000000000
216.28000000000,370,2500.00000000000
299.28000000000,382,2500.00000000000
58.72000000000,128,873.05400000000
2.43000000000,1,2041.30000000000
7.83000000000,2,2500.00000000000
86.24000000000,151,2500.00000000000
183.53000000000,325,2500.00000000000
324.06000000000,394,2500.00000000000
227.07000000000,305,2213.93000000000
30.52000000000,29,694.82800000000
15.56000000000,43,412.49100000000
18.73000000000,48,505.03700000000
3.15000000000,0,1313.49000000000
6.44000000000,24,2500.00000000000
77.21000000000,151,2500.00000000000
276.09000000000,574,2500.00000000000
367.72000000000,704,2498.57000000000
73.85000000000,144,411.16700000000
9.70000000000,9,401.80100000000
75.59000000000,90,2319.98000000000
86.35000000000,69,2304.53000000000
1.38000000000,4,250.78600000000
0.30000000000,0,728.63800000000
23.21000000000,50,2455.64000000000
12.56000000000,52,2500.00000000000
72.60000000000,139,2500.00000000000
203.39000000000,383,2500.00000000000
163.06000000000,232,1930.90000000000
11.34000000000,23,87.04690000000
138.29000000000,345,2056.65000000000
139.47000000000,236,2500.00000000000
81.04000000000,148,2500.00000000000
40.23000000000,23,1809.24000000000
7.88000000000,8,1264.36000000000
30.71000000000,78,2500.00000000000
12.24000000000,26,2500.00000000000
41.30000000000,84,2500.00000000000
74.20000000000,86,2500.00000000000
15.32000000000,0,607.39100000000
58.46000000000,103,725.11300000000
172.46000000000,250,2401.63000000000
167.18000000000,341,2500.00000000000
190.12000000000,321,2500.00000000000
139.65000000000,367,2500.00000000000
97.19000000000,184,2130.10000000000
55.08000000000,42,691.96000000000
0.43000000000,0,902.51700000000
4.83000000000,5,1558.38000000000
27.21000000000,22,1838.93000000000
24.76000000000,55,2000.01000000000
22.42000000000,53,241.78300000000
111.94000000000,216,2060.84000000000
164.67000000000,313,2500.00000000000
149.86000000000,295,2500.00000000000
99.42000000000,186,2500.00000000000
133.54000000000,302,2500.00000000000
75.81000000000,326,1588.13000000000
0.24000000000,1,97.90510000000
8.80000000000,13,1685.47000000000
8.04000000000,20,2267.91000000000
2.27000000000,6,585.41200000000
0.92000000000,0,178.02700000000
72.61000000000,156,2447.03000000000
88.92000000000,164,2500.00000000000
140.47000000000,217,2500.00000000000
114.56000000000,237,2378.89000000000
97.15000000000,146,2500.00000000000
146.81000000000,284,2469.93000000000
6.09000000000,16,189.66800000000
4.71000000000,5,614.58100000000
13.54000000000,22,2338.81000000000
25.03000000000,12,2434.42000000000
26.22000000000,36,1936.71000000000
63.81000000000,126,2500.00000000000
91.40000000000,135,2500.00000000000
74.49000000000,106,2377.06000000000
37.58000000000,71,953.58500000000
70.48000000000,82,2500.00000000000
160.39000000000,156,2346.44000000000
6.97000000000,0,376.33900000000
23.85000000000,0,1921.31000000000
50.95000000000,57,2453.66000000000
105.46000000000,163,2500.00000000000
180.88000000000,231,2500.00000000000
52.85000000000,128,2243.06000000000
50.08000000000,88,2105.69000000000
78.65000000000,122,1354.77000000000
29.52000000000,35,1016.15000000000
2.08000000000,0,146.68600000000
55.96000000000,108,1590.05000000000
34.57000000000,35,1763.51000000000
22.39000000000,63,647.00900000000
