nest_area,net_area,nest_count
26.09000000000,1505.72000000000,9
89.85000000000,2500.00000000000,185
11.85000000000,1294.19000000000,22
20.94000000000,2213.57000000000,28
35.27000000000,2500.00000000000,290
42.13000000000,2500.00000000000,119
37.00000000000,2498.04000000000,7
48.90000000000,2134.08000000000,18
16.13000000000,2040.45000000000,24
17.55000000000,2500.00000000000,156
132.34000000000,2500.00000000000,368
87.75000000000,2500.00000000000,271
57.34000000000,2500.00000000000,105
67.15000000000,2500.00000000000,25
14.88000000000,1210.02000000000,3
12.64000000000,2500.00000000000,75
31.03000000000,2500.00000000000,234
129.22000000000,2500.00000000000,298
127.65000000000,2500.00000000000,393
97.84000000000,2500.00000000000,218
72.41000000000,2500.00000000000,148
27.10000000000,1646.08000000000,20
6.86000000000,2109.15000000000,10
32.23000000000,2500.00000000000,172
88.48000000000,2500.00000000000,346
167.79000000000,2500.00000000000,369
146.56000000000,2500.00000000000,447
144.75000000000,2500.00000000000,403
109.58000000000,2500.00000000000,240
34.02000000000,2500.00000000000,55
4.69000000000,541.07300000000,3
5.59000000000,1747.45000000000,19
27.86000000000,2500.00000000000,144
81.11000000000,2500.00000000000,384
170.98000000000,2500.00000000000,386
173.13000000000,2500.00000000000,632
205.72000000000,2500.00000000000,451
114.23000000000,2500.00000000000,202
28.30000000000,2463.66000000000,43
11.66000000000,2500.00000000000,45
59.39000000000,2500.00000000000,418
158.26000000000,2500.00000000000,558
172.51000000000,2500.00000000000,514
165.24000000000,2500.00000000000,572
134.42000000000,2486.13000000000,248
12.77000000000,577.76300000000,16
9.14000000000,1430.01000000000,21
10.94000000000,2410.48000000000,24
79.32000000000,2500.00000000000,318
135.02000000000,2500.00000000000,380
108.45000000000,2500.00000000000,315
135.51000000000,2500.00000000000,367
122.32000000000,2500.00000000000,272
7.24000000000,593.30600000000,1
43.79000000000,2450.03000000000,104
127.53000000000,2500.00000000000,367
43.95000000000,2500.00000000000,132
54.51000000000,2500.00000000000,143
15.93000000000,2493.29000000000,26
8.11000000000,2500.00000000000,6
30.52000000000,2500.00000000000,78
15.79000000000,2500.00000000000,42
15.16000000000,2500.00000000000,34
141.26000000000,2500.00000000000,400
110.52000000000,2500.00000000000,408
149.19000000000,2500.00000000000,422
182.63000000000,2500.00000000000,530
141.05000000000,2500.00000000000,367
21.28000000000,1336.63000000000,50
9.28000000000,1212.20000000000,17
220.66000000000,2500.00000000000,573
270.73000000000,2500.00000000000,610
250.90000000000,2500.00000000000,652
102.83000000000,2500.00000000000,225
105.89000000000,2500.00000000000,174
60.35000000000,2500.00000000000,112
72.88000000000,2500.00000000000,82
108.11000000000,2500.00000000000,225
44.25000000000,2500.00000000000,78
74.93000000000,2500.00000000000,287
143.83000000000,2500.00000000000,806
260.37000000000,2500.00000000000,590
124.02000000000,2500.00000000000,312
116.56000000000,2500.00000000000,362
37.52000000000,1761.96000000000,75
12.33000000000,1185.11000000000,39
305.43000000000,2500.00000000000,692
343.18000000000,2500.00000000000,785
237.93000000000,2500.00000000000,646
213.44000000000,2500.00000000000,544
200.12000000000,2500.00000000000,499
120.71000000000,2500.00000000000,257
50.36000000000,2500.00000000000,85
98.26000000000,2500.00000000000,179
88.65000000000,2500.00000000000,188
24.86000000000,2500.00000000000,54
194.76000000000,2500.00000000000,554
209.03000000000,2500.00000000000,807
306.87000000000,2500.00000000000,717
259.66000000000,2500.00000000000,681
117.81000000000,2500.00000000000,325
61.93000000000,2461.20000000000,107
124.39000000000,2144.74000000000,304
313.44000000000,2500.00000000000,734
217.37000000000,2500.00000000000,551
330.14000000000,2500.00000000000,886
309.89000000000,2500.00000000000,790
177.37000000000,2500.00000000000,537
70.11000000000,2500.00000000000,229
95.23000000000,2500.00000000000,261
123.67000000000,2500.00000000000,311
77.67000000000,2500.00000000000,169
158.84000000000,2500.00000000000,593
150.50000000000,2500.00000000000,604
193.25000000000,2500.00000000000,501
205.51000000000,2500.00000000000,458
179.21000000000,2500.00000000000,443
93.64000000000,2500.00000000000,193
40.69000000000,1458.57000000000,47
24.12000000000,1322.98000000000,42
98.54000000000,2500.00000000000,233
139.73000000000,2500.00000000000,374
333.36000000000,2500.00000000000,860
442.02000000000,2500.00000000000,1189
325.12000000000,2500.00000000000,1056
154.55000000000,2500.00000000000,532
190.80000000000,2500.00000000000,511
111.63000000000,2500.00000000000,349
201.08000000000,2500.00000000000,570
104.77000000000,2500.00000000000,315
249.61000000000,2500.00000000000,868
309.11000000000,2500.00000000000,819
136.06000000000,2500.00000000000,311
215.52000000000,2500.00000000000,607
103.55000000000,2500.00000000000,257
29.82000000000,1345.34000000000,22
26.06000000000,1468.23000000000,73
202.80000000000,2500.00000000000,380
175.57000000000,2500.00000000000,246
108.43000000000,2500.00000000000,265
287.58000000000,2500.00000000000,773
367.99000000000,2500.00000000000,754
333.93000000000,2500.00000000000,1054
280.53000000000,2500.00000000000,925
116.04000000000,2500.00000000000,614
147.90000000000,2500.00000000000,419
142.67000000000,2500.00000000000,415
252.62000000000,2500.00000000000,873
145.85000000000,2500.00000000000,374
224.90000000000,2500.00000000000,567
181.32000000000,2500.00000000000,470
105.64000000000,2500.00000000000,314
25.92000000000,1099.07000000000,27
69.12000000000,921.93300000000,22
290.11000000000,2500.00000000000,296
331.17000000000,2500.00000000000,527
194.26000000000,2500.00000000000,476
106.42000000000,2500.00000000000,298
208.31000000000,2500.00000000000,471
257.69000000000,2500.00000000000,772
380.21000000000,2500.00000000000,1171
210.71000000000,2500.00000000000,895
269.50000000000,2500.00000000000,617
152.38000000000,2500.00000000000,341
85.56000000000,2500.00000000000,334
54.88000000000,2500.00000000000,134
82.64000000000,2500.00000000000,97
61.07000000000,2500.00000000000,172
56.25000000000,2500.00000000000,213
13.45000000000,1033.09000000000,20
668.06000000000,2492.44000000000,405
224.15000000000,2500.00000000000,298
245.49000000000,2500.00000000000,460
177.56000000000,2500.00000000000,293
326.99000000000,2500.00000000000,547
240.22000000000,2500.00000000000,430
344.81000000000,2500.00000000000,627
409.96000000000,2500.00000000000,830
464.62000000000,2500.00000000000,1076
298.62000000000,2500.00000000000,570
62.92000000000,2500.00000000000,329
40.23000000000,2500.00000000000,119
131.23000000000,2500.00000000000,255
42.30000000000,2500.00000000000,147
13.47000000000,2500.00000000000,50
10.57000000000,1638.36000000000,31
69.17000000000,940.51600000000,38
183.08000000000,2467.56000000000,136
155.14000000000,2500.00000000000,200
233.72000000000,2500.00000000000,422
248.29000000000,2500.00000000000,419
345.12000000000,2500.00000000000,769
377.51000000000,2500.00000000000,786
368.99000000000,2500.00000000000,725
385.33000000000,2500.00000000000,853
384.97000000000,2500.00000000000,925
136.48000000000,2500.00000000000,404
35.18000000000,2500.00000000000,259
93.07000000000,2500.00000000000,158
84.38000000000,2500.00000000000,248
29.42000000000,2436.93000000000,152
16.21000000000,991.28100000000,72
180.90000000000,2347.62000000000,355
341.09000000000,2500.00000000000,603
264.16000000000,2500.00000000000,525
312.90000000000,2500.00000000000,733
239.04000000000,2500.00000000000,635
247.26000000000,2500.00000000000,638
220.87000000000,2500.00000000000,550
202.98000000000,2500.00000000000,510
133.89000000000,2500.00000000000,361
29.38000000000,2500.00000000000,130
37.29000000000,2500.00000000000,132
47.74000000000,2500.00000000000,162
53.15000000000,2429.35000000000,183
8.69000000000,972.82600000000,3
21.18000000000,1287.92000000000,34
217.25000000000,2500.00000000000,430
224.04000000000,2500.00000000000,331
148.50000000000,2500.00000000000,432
100.65000000000,2500.00000000000,295
103.21000000000,2500.00000000000,240
63.90000000000,2500.00000000000,117
91.46000000000,2500.00000000000,226
79.31000000000,2500.00000000000,314
143.87000000000,2500.00000000000,862
95.55000000000,2500.00000000000,379
63.78000000000,2500.00000000000,362
64.08000000000,2021.00000000000,256
74.77000000000,1885.34000000000,119
86.99000000000,2500.00000000000,192
93.33000000000,2500.00000000000,187
75.28000000000,2500.00000000000,177
123.09000000000,2500.00000000000,237
125.48000000000,2500.00000000000,227
65.44000000000,2500.00000000000,111
155.41000000000,2500.00000000000,292
198.11000000000,2500.00000000000,356
167.62000000000,2500.00000000000,460
147.19000000000,2500.00000000000,535
269.56000000000,2500.00000000000,820
79.82000000000,2500.00000000000,285
0.00000000000,571.07000000000,1
85.28000000000,749.95600000000,35
63.71000000000,1512.81000000000,77
93.96000000000,2278.38000000000,103
36.14000000000,2500.00000000000,32
185.92000000000,2500.00000000000,212
125.85000000000,2500.00000000000,203
105.47000000000,2500.00000000000,103
95.94000000000,2500.00000000000,173
192.67000000000,2500.00000000000,391
133.07000000000,2500.00000000000,635
146.27000000000,2500.00000000000,675
183.38000000000,2500.00000000000,653
199.93000000000,2500.00000000000,806
33.70000000000,928.42800000000,105
4.77000000000,1649.52000000000,9
124.96000000000,2486.31000000000,205
159.89000000000,2500.00000000000,247
151.14000000000,2500.00000000000,229
319.85000000000,2500.00000000000,611
400.52000000000,2500.00000000000,907
218.85000000000,2500.00000000000,625
139.98000000000,2500.00000000000,648
336.90000000000,2500.00000000000,1339
194.12000000000,2500.00000000000,669
79.46000000000,2413.54000000000,366
115.32000000000,1702.95000000000,121
248.10000000000,2493.79000000000,221
237.62000000000,2386.93000000000,335
259.23000000000,2500.00000000000,390
96.41000000000,2500.00000000000,219
111.59000000000,2500.00000000000,449
301.76000000000,2500.00000000000,1229
143.31000000000,2500.00000000000,511
62.06000000000,2325.50000000000,326
55.92000000000,514.09100000000,17
34.18000000000,728.57700000000,11
197.02000000000,2208.61000000000,119
146.95000000000,2259.20000000000,314
151.35000000000,2338.84000000000,498
152.68000000000,2450.21000000000,563
68.78000000000,2317.93000000000,296
17.19000000000,1389.60000000000,85
